serial_number,hsc_code,country_origin,make,model,year,engine_cc,description,cif_usd,database_month
2609,8704.21.90,US,Dodge,Caravan,2010,4000,"Dodge Caravan Wagon 2.0 Petrol, 2010",4677.01,"October 2025"
2610,8704.21.90,US,Dodge,Caravan,2011,4000,"Dodge Caravan Wagon 2.0 Petrol, 2011",5386.5,"October 2025"
2611,8704.21.90,US,Dodge,Caravan,2012,4000,"Dodge Caravan Wagon 2.0 Petrol, 2012",6698.72,"October 2025"
2612,8704.21.90,US,Dodge,Caravan,2013,4000,"Dodge Caravan Wagon 2.0 Petrol, 2013",7628.04,"October 2025"
2613,8704.21.90,US,Dodge,Caravan,2014,4000,"Dodge Caravan Wagon 2.0 Petrol, 2014",8719.85,"October 2025"
2614,8703.24.90,AE,Dodge,Challenger,2021,6400,"Dodge Challenger Sedan, 2021",23518.27,"October 2025"
2615,8703.24.90,US,Dodge,Challenger,2010,3500,"Dodge Challenger Sedan, 3.5L, 2010",11453.4,"October 2025"
2616,8703.24.90,US,Dodge,Challenger,2011,3500,"Dodge Challenger Sedan, 3.5L, 2011",12713.27,"October 2025"
2617,8703.24.90,US,Dodge,Charger,2010,5700,"Dodge Charger saloon 2010",6918.16,"October 2025"
2618,8703.24.90,US,Dodge,Charger,2011,5700,"Dodge Charger saloon 2011",7637.19,"October 2025"
2619,8703.24.90,US,Dodge,Charger,2012,5700,"Dodge Charger saloon 2012",9979.07,"October 2025"
2620,8703.24.90,US,Dodge,Charger,2013,3604,"Dodge Charger saloon 2013",8566.7,"October 2025"
2621,8704.21.90,US,Dodge,Charger,2014,3604,"Dodge Charger saloon 2014",9518.55,"October 2025"
2622,8704.21.90,US,Dodge,Charger,2015,3604,"Dodge Charger saloon 2015",10576.17,"October 2025"
2623,8703.24.90,US,Dodge,Charger,2016,3604,"Dodge Charger saloon 2016",11751.3,"October 2025"
2624,8704.21.90,US,Dodge,Journey,2010,2000,"Dodge Journey Station Wagon 2.0L Diesel, 2010",8246.18,"October 2025"
2625,8704.21.90,US,Dodge,Journey,2011,2000,"Dodge Journey Station Wagon 2.0L Diesel, 2011",8726.12,"October 2025"
2626,8704.21.90,US,Dodge,Journey,2012,2000,"Dodge Journey Station Wagon 2.0L Diesel, 2012",10851.93,"October 2025"
2627,8704.21.90,US,Dodge,Journey,2013,2000,"Dodge Journey Station Wagon 2.0L Diesel, 2013",12357.43,"October 2025"
2628,8704.21.90,US,Dodge,Journey,2014,2000,"Dodge Journey Station Wagon 2.0L Diesel, 2014",14126.16,"October 2025"
2629,8703.24.90,US,Dodge,Journey,2010,2400,"Dodge Journey Station Wagon 2.4L, 2010",7425.8,"October 2025"
2630,8703.24.90,US,Dodge,Journey,2011,2400,"Dodge Journey Station Wagon 2.4L, 2011",7858.0,"October 2025"
2631,8703.24.90,US,Dodge,Journey,2012,2400,"Dodge Journey Station Wagon 2.4L, 2012",9772.32,"October 2025"
2632,8703.24.90,US,Dodge,Journey,2013,2400,"Dodge Journey Station Wagon 2.4L, 2013",11128.04,"October 2025"
2633,8703.24.90,US,Dodge,Journey,2014,2400,"Dodge Journey Station Wagon 2.4L, 2014",12720.81,"October 2025"
2634,8703.24.90,US,Dodge,Journey,2010,2700,"Dodge Journey Station Wagon 2.7L, 2010",7425.8,"October 2025"
2635,8703.24.90,US,Dodge,Journey,2011,2700,"Dodge Journey Station Wagon 2.7L, 2011",7858.0,"October 2025"
2636,8703.24.90,US,Dodge,Journey,2012,2700,"Dodge Journey Station Wagon 2.7L, 2012",9772.32,"October 2025"
2637,8703.24.90,US,Dodge,Journey,2013,2700,"Dodge Journey Station Wagon 2.7L, 2013",11128.04,"October 2025"
2638,8703.24.90,US,Dodge,Journey,2014,2700,"Dodge Journey Station Wagon 2.7L, 2014",12720.81,"October 2025"
2639,8703.24.90,US,Dodge,Journey,2010,3500,"Dodge Journey Station Wagon 3.5L, 2010",7496.52,"October 2025"
2640,8703.24.90,US,Dodge,Journey,2011,3500,"Dodge Journey Station Wagon 3.5L, 2011",8379.12,"October 2025"
2641,8703.24.90,US,Dodge,Journey,2012,3500,"Dodge Journey Station Wagon 3.5L, 2012",9865.39,"October 2025"
2642,8703.24.90,US,Dodge,Journey,2013,3500,"Dodge Journey Station Wagon 3.5L, 2013",11234.02,"October 2025"
2643,8703.24.90,US,Dodge,Journey,2014,3500,"Dodge Journey Station Wagon 3.5L, 2014",12841.97,"October 2025"
2644,8703.24.90,US,Dodge,Journey,2010,3600,"Dodge Journey Station Wagon 3.6L, 2010",7155.77,"October 2025"
2645,8703.24.90,US,Dodge,Journey,2011,3600,"Dodge Journey Station Wagon 3.6L, 2011",7572.26,"October 2025"
2646,8703.24.90,US,Dodge,Journey,2012,3600,"Dodge Journey Station Wagon 3.6L, 2012",9416.96,"October 2025"
2647,8703.24.90,US,Dodge,Journey,2013,3600,"Dodge Journey Station Wagon 3.6L, 2013",10723.39,"October 2025"
2648,8703.24.90,US,Dodge,Journey,2014,3600,"Dodge Journey Station Wagon 3.6L, 2014",12258.24,"October 2025"
2649,8704.21.90,US,Dodge,Nitro,2010,2800,"Dodge Nitro Station Wagon 2.8L Diesel, 2010",8163.0,"October 2025"
2650,8704.21.90,US,Dodge,Nitro,2011,2800,"Dodge Nitro Station Wagon 2.8L Diesel, 2011",11230.35,"October 2025"
2651,8704.21.90,US,Dodge,Nitro,2012,2800,"Dodge Nitro Station Wagon 2.8L Diesel, 2012",13162.19,"October 2025"
2652,8703.24.90,US,Dodge,Nitro,2010,4000,"Dodge Nitro Station Wagon 4.0L, 2010",9131.06,"October 2025"
2653,8703.24.90,US,Dodge,Nitro,2011,4000,"Dodge Nitro Station Wagon 4.0L, 2011",11910.98,"October 2025"
2654,8703.24.90,US,Dodge,Nitro,2012,4000,"Dodge Nitro Station Wagon 4.0L, 2012",14538.41,"October 2025"
2655,8703.24.90,US,Dodge,Nitro,2010,3700,"Dodge Nitro Station Wagon Model KA37, 2010",9426.71,"October 2025"
2656,8703.24.90,US,Dodge,Nitro,2011,3700,"Dodge Nitro Station Wagon Model KA37, 2011",12375.04,"October 2025"
2657,8703.24.90,US,Dodge,Nitro,2012,3700,"Dodge Nitro Station Wagon Model KA37, 2012",14503.79,"October 2025"
2658,8702.90.10,US,Dodge,Ram,2020,5700,"Dodge Ram 1500 Crew Cab, 2020",32547.62,"October 2025"
2659,8702.90.10,US,Dodge,Ram,2021,5700,"Dodge Ram 1500 Crew Cab, 2021",34215.68,"October 2025"
2660,8702.90.10,US,Dodge,Ram,2022,5700,"Dodge Ram 1500 Crew Cab, 2022",36541.78,"October 2025"
2661,8702.90.10,US,Dodge,Ram,2023,5700,"Dodge Ram 1500 Crew Cab, 2023",38277.9,"October 2025"
2662,8702.90.10,US,Dodge,Ram,2023,5700,"Dodge Ram 1500 Crew Cab, 2023",38277.9,"October 2025"
2663,8702.90.10,US,Dodge,Ram,2013,6700,"Dodge Ram 3500 Mega cab, 2013",12122.53,"October 2025"
2664,8702.90.10,US,Dodge,Ram,2014,6700,"Dodge Ram 3500 Mega cab, 2014",13449.72,"October 2025"
2665,8702.90.10,US,Dodge,Ram,2015,6700,"Dodge Ram 3500 Mega cab, 2015",15125.89,"October 2025"
2666,8702.90.10,US,Dodge,Ram,2016,6700,"Dodge Ram 3500 Mega cab, 2016",16734.28,"October 2025"
2667,8702.90.10,US,Dodge,Ram,2017,6700,"Dodge Ram 3500 Mega cab, 2017",17614.78,"October 2025"
2668,8702.90.10,US,Dodge,Ram,2018,6700,"Dodge Ram 3500 Mega cab, 2018",21277.9,"October 2025"
2669,8716.39.90,KE,Unknown,Unknown,1995,,"Doll Flat bed trailer, 3 Axle, 1995",5400.07,"October 2025"
2670,8716.39.90,KE,Unknown,Unknown,1996,,"Doll Flat bed trailer, 3 Axle, 1996",5994.08,"October 2025"
2671,8716.39.90,KE,Unknown,Unknown,1997,,"Doll Flat bed trailer, 3 Axle, 1997",6713.37,"October 2025"
2672,8716.39.90,KE,Unknown,Unknown,1998,,"Doll Flat bed trailer, 3 Axle, 1998",7049.04,"October 2025"
2673,8716.39.90,KE,Unknown,Unknown,1999,,"Doll Flat bed trailer, 3 Axle, 1999",7401.49,"October 2025"
2674,8716.39.90,KE,Unknown,Unknown,2000,,"Doll Flat bed trailer, 3 Axle, 2000",7771.57,"October 2025"
2675,8716.39.90,KE,Unknown,Unknown,2001,,"Doll Flat bed trailer, 3 Axle, 2001",8160.14,"October 2025"
2676,8716.39.90,KE,Unknown,Unknown,2002,,"Doll Flat bed trailer, 3 Axle, 2002",8568.15,"October 2025"
2677,8716.39.90,KE,Unknown,Unknown,2003,,"Doll Flat bed trailer, 3 Axle, 2003",8996.56,"October 2025"
2678,8716.39.90,KE,Unknown,Unknown,2004,,"Doll Flat bed trailer, 3 Axle, 2004",9446.39,"October 2025"
2679,8716.39.90,KE,Unknown,Unknown,2005,,"Doll Flat bed trailer, 3 Axle, 2005",9918.71,"October 2025"
2680,8716.39.90,KE,Unknown,Unknown,2006,,"Doll Flat bed trailer, 3 Axle, 2006",10414.64,"October 2025"
2681,8716.39.90,KE,Unknown,Unknown,2007,,"Doll Flat bed trailer, 3 Axle, 2007",10935.37,"October 2025"
2682,8716.39.90,KE,Unknown,Unknown,2008,,"Doll Flat bed trailer, 3 Axle, 2008",11482.14,"October 2025"
2683,8716.39.90,KE,Unknown,Unknown,2009,,"Doll Flat bed trailer, 3 Axle, 2009",12056.25,"October 2025"
2684,8716.39.90,KE,Unknown,Unknown,2010,,"Doll Flat bed trailer, 3 Axle, 2010",12659.06,"October 2025"
2685,8716.39.90,KE,Unknown,Unknown,2011,,"Doll Flat bed trailer, 3 Axle, 2011",13292.01,"October 2025"
2686,8716.39.90,KE,Unknown,Unknown,2012,,"Doll Flat bed trailer, 3 Axle, 2012",14029.71,"October 2025"
2687,8716.39.90,KE,Unknown,Unknown,2013,,"Doll Flat bed trailer, 3 Axle, 2013",14773.98,"October 2025"
2688,8716.39.90,KE,Unknown,Unknown,2014,,"Doll Flat bed trailer, 3 Axle, 2014",16355.44,"October 2025"
2689,8716.39.90,KE,Unknown,Unknown,1995,,"Doll Tipping trailer, 3 Axle, 1995",7020.09,"October 2025"
2690,8716.39.90,KE,Unknown,Unknown,1996,,"Doll Tipping trailer, 3 Axle, 1996",7792.3,"October 2025"
2691,8716.39.90,KE,Unknown,Unknown,1997,,"Doll Tipping trailer, 3 Axle, 1997",8727.38,"October 2025"
2692,8716.39.90,KE,Unknown,Unknown,1998,,"Doll Tipping trailer, 3 Axle, 1998",9163.75,"October 2025"
2693,8716.39.90,KE,Unknown,Unknown,1999,,"Doll Tipping trailer, 3 Axle, 1999",9621.94,"October 2025"
2694,8716.39.90,KE,Unknown,Unknown,2000,,"Doll Tipping trailer, 3 Axle, 2000",10103.04,"October 2025"
2695,8704.22.90,CN,Unknown,Unknown,2010,8300,"Dong Feng Tractor Head model LGAG 6x2, 2010",12373.07,"October 2025"
2696,8704.22.90,CN,Unknown,Unknown,2011,8300,"Dong Feng Tractor Head model LGAG 6x2, 2011",15316.37,"October 2025"
2697,8704.22.90,CN,Unknown,Unknown,2012,8300,"Dong Feng Tractor Head model LGAG 6x2, 2012",17914.16,"October 2025"
2698,8704.22.90,CN,Unknown,Unknown,2013,8300,"Dong Feng Tractor Head model LGAG 6x2, 2013",20107.65,"October 2025"
2699,8704.22.90,CN,Unknown,Unknown,2014,8300,"Dong Feng Tractor Head model LGAG 6x2, 2014",21310.83,"October 2025"
2700,8704.22.90,CN,Unknown,Unknown,2015,8300,"Dong Feng Tractor Head model LGAG 6x2, 2015",23527.22,"October 2025"
2701,8704.22.90,CN,Unknown,Unknown,2016,8300,"Dong Feng Tractor Head model LGAG 6x2, 2016",25335.05,"October 2025"
2702,8704.22.90,CN,Unknown,Unknown,2023,8769,"Dong Feng Water Tanker (12 Ton) Model L1625FR, 2023",24575.0,"October 2025"
2703,8704.22.90,CN,Unknown,Unknown,2017,3856,"Dong Feng Water Tanker (17 Ton) Model L1625FR, 2017",14745.0,"October 2025"
2704,8429.19.00,CN,Unknown,Unknown,2010,9805,"Dongfeng Mobile Crane, Model LGAW1A, 2010",42930.55,"October 2025"
2705,8429.19.00,CN,Unknown,Unknown,2013,1300,"Dongfeng Truck (1.3 Tones), Model LK01, 2013",8654.62,"October 2025"
2706,8429.19.00,CN,Unknown,Unknown,2020,1485,"Dongfeng Truck Lorry (4.5 Tones), Model CLW5071GJYD, 2020",31930.55,"October 2025"
2707,8429.19.00,KR,Unknown,Unknown,2016,8071,"Doosan Crawler Excavator, Model DX300LCA, 2016",80797.5,"October 2025"
2708,8429.19.00,KR,Unknown,Unknown,2017,8071,"Doosan Crawler Excavator, Model DX300LCA, 2017",89685.23,"October 2025"
2709,8429.19.00,KR,Unknown,Unknown,2018,8071,"Doosan Crawler Excavator, Model DX300LCA, 2018",100447.45,"October 2025"
2710,8429.19.00,KR,Unknown,Unknown,2014,8071,"Doosan Excavator, Model DX300LCA, 2014",67845.62,"October 2025"
2711,8427.20.90,KR,Unknown,Unknown,2024,4900,"Doosan Forklift Model D30, 2024",18254.36,"October 2025"
2712,8427.20.90,KR,Unknown,Unknown,2014,2000,"Doosan Forklift Model D30FM, 2014",11547.26,"October 2025"
2713,8427.20.90,KR,Unknown,Unknown,2008,5785,"Doosan Forklift Model D50S-5, 2008",19983.1,"October 2025"
2717,8716.39.90,GP,Unknown,Unknown,2001,,"Douglas Tow Tractor, Model DC12-44, 2001",8954.44,"October 2025"
2718,8429.59.00,IN,Unknown,Unknown,2020,12887,"DTH Drilling Rig Mounted on Ashok Leyland Truck Model 2518, 2020",88800.0,"October 2025"
2719,8429.59.00,IN,Unknown,Unknown,2013,5660,"DTH Drilling Rig Mounted on Ashok Leyland Truck Model 2523, 2013",41652.65,"October 2025"
2720,8429.59.00,IN,Unknown,Unknown,2019,5660,"DTH Drilling Rig Mounted on Ashok Leyland Truck Model 2523, 2019",80000.0,"October 2025"
2721,8429.59.00,IN,Unknown,Unknown,2019,5759,"DTH Drilling Rig, Mounted on Ashok Leyland Truck Model 2523, 2019",72720.03,"October 2025"
2722,8429.19.00,BR,Unknown,Unknown,2011,7146,"Dynapac Asphalt Paver Model F141-C3A, 2011",94243.25,"October 2025"
2723,8429.19.00,CN,Unknown,Unknown,2015,7515,"Dynapac Double Drum Roller Model CC122, 2015",31913.52,"October 2025"
2724,8429.19.00,CN,Unknown,Unknown,2016,7515,"Dynapac Double Drum Roller Model CC122, 2016",37889.82,"October 2025"
2725,8429.19.00,CN,Unknown,Unknown,2017,7515,"Dynapac Double Drum Roller Model CC122, 2017",48642.73,"October 2025"
2726,8709.19.00,CN,Unknown,Unknown,2018,7515,"Dynapac Double Drum Roller Model CC122, 2018",53507.0,"October 2025"
2727,8429.20.00,CN,Unknown,Unknown,2009,1123,"Dynapac Double Drum Tandem Roller Model CC900, 2009",13097.8,"October 2025"
2728,8709.19.00,JP,Unknown,Unknown,1998,1104,"Dynapac Roller Model. CA251D, 1998",30564.55,"October 2025"
2740,8429.59.00,CA,Unknown,Unknown,2005,5300,"Dynapac Roller Model. CA511, 2005",35439.8,"October 2025"
2741,8709.19.00,CA,Unknown,Unknown,1998,5900,"Dynapac Roller Model. CA602D, 1998",22611.27,"October 2025"
2742,8709.19.00,CA,Unknown,Unknown,1999,5900,"Dynapac Roller Model. CA602D, 1999",26002.97,"October 2025"
2743,8709.19.00,CA,Unknown,Unknown,2000,5900,"Dynapac Roller Model. CA602D, 2000",28603.26,"October 2025"
2744,8709.19.00,CA,Unknown,Unknown,2001,5900,"Dynapac Roller Model. CA602D, 2001",32893.75,"October 2025"
2745,8709.19.00,CA,Unknown,Unknown,2002,5900,"Dynapac Roller Model. CA602D, 2002",36183.13,"October 2025"
2746,8709.19.00,CA,Unknown,Unknown,2003,5900,"Dynapac Roller Model. CA602D, 2003",37589.11,"October 2025"
2747,8709.19.00,CA,Unknown,Unknown,2004,5900,"Dynapac Roller Model. CA602D, 2004",38605.34,"October 2025"
2748,8709.19.00,CA,Unknown,Unknown,2005,5900,"Dynapac Roller Model. CA602D, 2005",39377.56,"October 2025"
2749,8709.19.00,CA,Unknown,Unknown,2006,5900,"Dynapac Roller Model. CA602D, 2006",41381.46,"October 2025"
2750,8709.19.00,CN,Unknown,Unknown,2007,5900,"Dynapac Roller Model. CA602D, 2007",46805.34,"October 2025"
2751,8709.19.00,CN,Unknown,Unknown,2008,5900,"Dynapac Roller Model. CA602D, 2008",51485.87,"October 2025"
2752,8709.19.00,CN,Unknown,Unknown,2009,5900,"Dynapac Roller Model. CA602D, 2009",59208.75,"October 2025"
2753,8709.19.00,CN,Unknown,Unknown,2010,5900,"Dynapac Roller Model. CA602D, 2010",65129.63,"October 2025"
2754,8709.19.00,CN,Unknown,Unknown,2011,5900,"Dynapac Roller Model. CA602D, 2011",67660.4,"October 2025"
2755,8709.19.00,CN,Unknown,Unknown,2012,5900,"Dynapac Roller Model. CA602D, 2012",69489.61,"October 2025"
2756,8709.19.00,CN,Unknown,Unknown,2013,5900,"Dynapac Roller Model. CA602D, 2013",70879.61,"October 2025"
2757,8709.19.00,CN,Unknown,Unknown,2014,5900,"Dynapac Roller Model. CA602D, 2014",74486.63,"October 2025"
2769,8709.19.00,CA,Unknown,Unknown,1998,11159,"Dynapac Single Drum Roller Model. CA302D, 1998",18803.06,"October 2025"
2770,8709.19.00,CA,Unknown,Unknown,1999,11159,"Dynapac Single Drum Roller Model. CA302D, 1999",20043.52,"October 2025"
2771,8709.19.00,CA,Unknown,Unknown,2000,11159,"Dynapac Single Drum Roller Model. CA302D, 2000",24884.84,"October 2025"
2772,8709.19.00,CA,Unknown,Unknown,1998,14200,"Dynapac Vibratory Roller Model. CA602D, 1998",23289.61,"October 2025"
2773,8709.19.00,CA,Unknown,Unknown,1999,14200,"Dynapac Vibratory Roller Model. CA602D, 1999",26783.05,"October 2025"
2774,8709.19.00,CA,Unknown,Unknown,2000,14200,"Dynapac Vibratory Roller Model. CA602D, 2000",29461.36,"October 2025"
2775,8709.19.00,CA,Unknown,Unknown,2001,14200,"Dynapac Vibratory Roller Model. CA602D, 2001",33880.56,"October 2025"
2776,8709.19.00,CA,Unknown,Unknown,2002,14200,"Dynapac Vibratory Roller Model. CA602D, 2002",37268.62,"October 2025"
2777,8709.19.00,CA,Unknown,Unknown,2003,14200,"Dynapac Vibratory Roller Model. CA602D, 2003",38716.78,"October 2025"
2778,8709.19.00,CA,Unknown,Unknown,2004,14200,"Dynapac Vibratory Roller Model. CA602D, 2004",39763.5,"October 2025"
2779,8709.19.00,CA,Unknown,Unknown,2005,14200,"Dynapac Vibratory Roller Model. CA602D, 2005",40558.89,"October 2025"
2780,8709.19.00,CA,Unknown,Unknown,2006,14200,"Dynapac Vibratory Roller Model. CA602D, 2006",42622.9,"October 2025"
2781,8709.19.00,CN,Unknown,Unknown,2007,14200,"Dynapac Vibratory Roller Model. CA602D, 2007",48209.5,"October 2025"
2782,8709.19.00,CN,Unknown,Unknown,2008,14200,"Dynapac Vibratory Roller Model. CA602D, 2008",53030.44,"October 2025"
2783,8709.19.00,CN,Unknown,Unknown,2009,14200,"Dynapac Vibratory Roller Model. CA602D, 2009",60985.01,"October 2025"
2784,8709.19.00,CN,Unknown,Unknown,2010,14200,"Dynapac Vibratory Roller Model. CA602D, 2010",67083.51,"October 2025"
2785,8709.19.00,CN,Unknown,Unknown,2011,14200,"Dynapac Vibratory Roller Model. CA602D, 2011",69690.21,"October 2025"
2786,8709.19.00,CN,Unknown,Unknown,2012,14200,"Dynapac Vibratory Roller Model. CA602D, 2012",71574.3,"October 2025"
2787,8709.19.00,CN,Unknown,Unknown,2013,14200,"Dynapac Vibratory Roller Model. CA602D, 2013",73005.99,"October 2025"
2788,8709.19.00,CN,Unknown,Unknown,2014,14200,"Dynapac Vibratory Roller Model. CA602D, 2014",76721.22,"October 2025"
2789,8716.39.90,DE,Mini,Trailer,2009,,"Eco Tower Mini Trailer Model 16249, 2 Axle, 2009",805.35,"October 2025"
2790,8704.22.90,IN,Unknown,Unknown,2014,4948,"Eicher 20.16 Truck (5 Ton), 2014",26085.26,"October 2025"
2791,8704.22.90,IN,Unknown,Unknown,2015,4948,"Eicher 20.16 Truck (5 Ton), 2015",28693.79,"October 2025"
2792,8704.22.90,IN,Unknown,Unknown,2016,4948,"Eicher 20.16 Truck (5 Ton), 2016",31878.79,"October 2025"
2793,8704.22.90,IN,Unknown,Unknown,2015,4948,"Eicher 35.32 Tanker (10 Ton), 2015",29267.12,"October 2025"
2794,8704.22.90,IN,Unknown,Unknown,2016,4948,"Eicher 35.32 Tanker (10 Ton), 2016",32193.83,"October 2025"
2795,8704.22.90,IN,Unknown,Unknown,2017,4948,"Eicher 35.32 Tanker (10 Ton), 2017",35767.34,"October 2025"
2796,8716.39.90,KE,Unknown,Unknown,2010,,"Elite 3 Axle flatbed trailer, 2010",10987.01,"October 2025"
2797,8701.20.90,DE,ERF,Tractor,2000,10518,"ERF 430 Tractor Unit, 6 x 2 Traction 2000",8136.52,"October 2025"
2798,8701.20.90,DE,ERF,Tractor,2001,10518,"ERF 430 Tractor Unit, 6 x 2 Traction 2001",9007.86,"October 2025"
2799,8701.20.90,DE,ERF,Tractor,2002,10518,"ERF 430 Tractor Unit, 6 x 2 Traction 2002",10033.82,"October 2025"
2800,8701.20.90,DE,ERF,Tractor,2003,10518,"ERF 430 Tractor Unit, 6 x 2 Traction 2003",10753.52,"October 2025"
2801,8701.20.90,DE,ERF,Tractor,2004,10518,"ERF 430 Tractor Unit, 6 x 2 Traction 2004",11496.18,"October 2025"
2802,8701.20.90,DE,ERF,Tractor,2005,10518,"ERF 430 Tractor Unit, 6 x 2 Traction 2005",11904.44,"October 2025"
2803,8701.20.90,DE,ERF,Tractor,2006,10518,"ERF 430 Tractor Unit, 6 x 2 Traction 2006",12688.6,"October 2025"
2804,8701.20.90,DE,ERF,Tractor,2007,10518,"ERF 430 Tractor Unit, 6 x 2 Traction 2007",13272.94,"October 2025"
2805,8704.22.90,GB,ERF,Box,1996,6000,"ERF Box Van Model SAF18C, (10 Ton) 1996",4831.94,"October 2025"
2806,8704.22.90,GB,ERF,Box,1997,6000,"ERF Box Van Model SAF18C, (10 Ton) 1997",5658.85,"October 2025"
2807,8704.22.90,GB,ERF,Box,1998,6000,"ERF Box Van Model SAF18C, (10 Ton) 1998",6350.9,"October 2025"
2808,8704.22.90,GB,ERF,Box,1999,6000,"ERF Box Van Model SAF18C, (10 Ton) 1999",7403.2,"October 2025"
2809,8704.22.90,GB,ERF,Box,2000,6000,"ERF Box Van Model SAF18C, (10 Ton) 2000",8882.85,"October 2025"
2810,8704.22.90,GB,ERF,Box,1995,6000,"ERF Box Van, 1995",3468.28,"October 2025"
2811,8701.20.90,GB,ERF,EC10,1993,10000,"ERF EC10 Flat Truck, 6 x 4 Traction, 1993",3815.48,"October 2025"
2812,8701.20.90,GB,ERF,EC10,1994,10000,"ERF EC10 Flat Truck, 6 x 4 Traction, 1994",4203.15,"October 2025"
2813,8701.20.90,GB,ERF,EC10,1995,10000,"ERF EC10 Flat Truck, 6 x 4 Traction, 1995",4685.05,"October 2025"
2814,8701.20.90,GB,ERF,EC10,1996,10000,"ERF EC10 Flat Truck, 6 x 4 Traction, 1996",5488.58,"October 2025"
2815,8701.20.90,GB,ERF,EC10,1997,10000,"ERF EC10 Flat Truck, 6 x 4 Traction, 1997",6694.72,"October 2025"
2816,8701.20.90,GB,ERF,EC10,1998,10000,"ERF EC10 Flat Truck, 6 x 4 Traction, 1998",7900.93,"October 2025"
2817,8701.20.90,GB,ERF,EC6,1990,10000,"ERF EC6 Tractor Unit, 6 x 2 Traction, 1990 and below",3871.94,"October 2025"
2818,8701.20.90,GB,ERF,EC6,1991,10000,"ERF EC6 Tractor Unit, 6 x 2 Traction, 1991",4536.02,"October 2025"
2819,8701.20.90,GB,ERF,EC6,1992,10000,"ERF EC6 Tractor Unit, 6 x 2 Traction, 1992",5532.83,"October 2025"
2820,8701.20.90,GB,ERF,EC6,1993,10000,"ERF EC6 Tractor Unit, 6 x 2 Traction, 1993",6529.7,"October 2025"
2821,8701.20.90,DE,ERF,ECT,2000,10824,"ERF ECT Tractor Unit, 6 x 2 Traction 2000",8136.52,"October 2025"
2822,8701.20.90,DE,ERF,ECT,2001,10824,"ERF ECT Tractor Unit, 6 x 2 Traction 2001",9007.86,"October 2025"
2823,8701.20.90,DE,ERF,ECT,2002,10824,"ERF ECT Tractor Unit, 6 x 2 Traction 2002",10033.82,"October 2025"
2824,8701.20.90,DE,ERF,ECT,2003,10824,"ERF ECT Tractor Unit, 6 x 2 Traction 2003",10753.52,"October 2025"
2825,8701.20.90,DE,ERF,ECT,2004,10824,"ERF ECT Tractor Unit, 6 x 2 Traction 2004",11496.18,"October 2025"
2826,8701.20.90,DE,ERF,ECT,2005,10824,"ERF ECT Tractor Unit, 6 x 2 Traction 2005",11904.44,"October 2025"
2827,8701.20.90,DE,ERF,ECT,2006,10824,"ERF ECT Tractor Unit, 6 x 2 Traction 2006",12688.6,"October 2025"
2828,8701.20.90,DE,ERF,ECT,2007,10824,"ERF ECT Tractor Unit, 6 x 2 Traction 2007",13272.94,"October 2025"
2829,8701.20.90,GB,ERF,ECX11,2000,11000,"ERF ECX11 Tractor Unit, 6 x 2 Traction, 2000",8025.08,"October 2025"
2830,8701.20.90,GB,ERF,ECX11,2001,11000,"ERF ECX11 Tractor Unit, 6 x 2 Traction, 2001",8514.67,"October 2025"
2831,8701.20.90,GB,ERF,ECX11,2002,11000,"ERF ECX11 Tractor Unit, 6 x 2 Traction, 2002",9599.41,"October 2025"
2832,8704.21.10,GB,ERF,Truck,1993,8300,"ERF Truck (Diesel), 1993",4520.94,"October 2025"
2833,8704.21.10,GB,ERF,Truck,1994,8300,"ERF Truck (Diesel), 1994",4997.49,"October 2025"
2834,8704.21.10,GB,ERF,Truck,1995,8300,"ERF Truck (Diesel), 1995",5821.29,"October 2025"
2835,8704.21.10,GB,ERF,Truck,1996,8300,"ERF Truck (Diesel), 1996",6572.0,"October 2025"
2836,8704.21.10,GB,ERF,Truck,1997,8300,"ERF Truck (Diesel), 1997",7062.34,"October 2025"
